tfbs	motif_id	tx_id	gene_id	chr	start	end	RVG11_footprint	RVG1_footprint	RVG4_footprint	RVG11_bound	RVG1_bound	RVG4_bound	tfbs_bound_min2
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554293	8554299	1.36332	1.82221	1.68954	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554445	8554451	1.72067	1.74786	1.51758	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554419	8554425	1.87719	2.42763	1.94417	0	1	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554346	8554352	1.33096	2.17056	1.38262	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554296	8554302	1.36498	1.87262	1.50367	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554288	8554294	1.29462	1.82221	1.79565	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554221	8554227	1.15098	2.45893	2.34817	0	1	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553968	8553974	1.82587	1.78493	1.41798	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553958	8553964	1.90347	1.81587	1.41798	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553936	8553942	1.90191	1.95228	1.88095	0	0	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553798	8553804	1.66056	2.42738	1.26291	0	1	0	no
MEIS1	MA0498.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553741	8553747	1.43732	1.29494	1.21695	0	0	0	no
Dlx4	MA0881.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554115	8554122	1.5391	1.52827	0.91539	0	0	0	no
Dlx4	MA0881.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554152	8554159	1.03643	1.86873	1.52304	0	0	0	no
Dlx4	MA0881.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554149	8554156	1.13726	1.86873	1.52304	0	0	0	no
RORC	MA1151.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554319	8554330	1.36498	2.04078	1.10287	0	0	0	no
RORC	MA1151.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554280	8554291	1.26328	1.82221	1.82212	0	0	0	no
JUN	MA0488.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554290	8554302	1.34587	1.84741	1.63643	0	0	0	no
JUN	MA0488.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554293	8554305	1.36415	1.87731	1.50909	0	0	0	no
NR4A2	MA0160.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554324	8554331	1.36498	2.12527	1.12951	0	0	0	no
NR4A2	MA0160.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554279	8554286	1.25856	1.82221	1.82212	0	0	0	no
NR4A2	MA0160.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553958	8553965	1.84904	1.78557	1.41798	0	0	0	no
ZBTB26	MA1579.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554396	8554410	1.87719	2.42763	1.68692	0	1	0	no
Tcfcp2l1	MA0145.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554462	8554475	1.83338	1.84821	1.43593	0	0	0	no
FOXC2	MA0846.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554465	8554476	1.83338	1.84821	1.43593	0	0	0	no
FOXC2	MA0846.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553816	8553827	1.65134	2.42738	1.92951	0	1	0	no
RORA	MA0071.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554321	8554330	1.36498	2.06278	1.10814	0	0	0	no
RORA	MA0071.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554280	8554289	1.25856	1.82221	1.82212	0	0	0	no
FIGLA	MA0820.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554461	8554470	1.83338	1.84821	1.43593	0	0	0	no
ATF4	MA0833.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553780	8553793	1.66056	2.41714	1.25887	0	1	0	no
SOX9	MA0077.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553772	8553780	1.6257	1.81307	1.25619	0	0	0	no
SREBF1	MA0595.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554288	8554297	1.31807	1.82221	1.77801	0	0	0	no
NFIA	MA0670.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554475	8554484	1.83338	1.84821	1.43593	0	0	0	no
FOXO4	MA0848.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554467	8554473	1.83338	1.84821	1.43593	0	0	0	no
SREBF2	MA0596.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554288	8554297	1.31807	1.82221	1.77801	0	0	0	no
SREBF2	MA0596.1	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554322	8554331	1.36498	2.0845	1.11793	0	0	0	no
ELF5	MA0136.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554467	8554477	1.83338	1.84821	1.43593	0	0	0	no
ELF5	MA0136.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8554457	8554467	1.83338	1.84821	1.43593	0	0	0	no
ELF5	MA0136.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553984	8553994	2.22953	2.03555	1.40813	0	0	0	no
ELF5	MA0136.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553900	8553910	1.83568	2.32643	1.85566	0	0	0	no
ELF5	MA0136.2	PER18_SVSP_1.SVSP_2	NA	scaffold-mi2	8553759	8553769	1.61799	1.50036	1.24488	0	0	0	no
GRHL1	MA0647.1	PER23_SVSP_6	NA	scaffold-mi2	8753502	8753513	0.86296	0.78901	0.89977	0	0	0	no
GRHL1	MA0647.1	PER23_SVSP_6	NA	scaffold-mi2	8753502	8753513	0.86296	0.78901	0.89977	0	0	0	no
TFAP4	MA0691.1	PER23_SVSP_6	NA	scaffold-mi2	8753877	8753886	1.05697	1.81148	1.11932	0	0	0	no
TFAP4	MA0691.1	PER23_SVSP_6	NA	scaffold-mi2	8753877	8753886	1.05697	1.81148	1.11932	0	0	0	no
Irx2	PH0082.1	PER23_SVSP_6	NA	scaffold-mi2	8753674	8753690	2.16096	2.333	1.24851	0	0	0	no
Irx2	PH0082.1	PER23_SVSP_6	NA	scaffold-mi2	8753695	8753711	2.23546	2.43286	1.2772	0	1	0	no
Irx2	PH0082.1	PER23_SVSP_6	NA	scaffold-mi2	8753694	8753710	2.23546	2.43286	1.26755	0	1	0	no
Irx2	PH0082.1	PER23_SVSP_6	NA	scaffold-mi2	8753673	8753689	2.1491	2.31855	1.24929	0	0	0	no
GRHL2	MA1105.2	PER23_SVSP_6	NA	scaffold-mi2	8753502	8753513	0.86296	0.78901	0.89977	0	0	0	no
Creb3l2	MA0608.1	PER23_SVSP_6	NA	scaffold-mi2	8753825	8753833	1.77069	1.4565	1.19302	0	0	0	no
Creb3l2	MA0608.1	PER23_SVSP_6	NA	scaffold-mi2	8753841	8753849	1.36696	1.95432	1.37875	0	0	0	no
Creb3l2	MA0608.1	PER23_SVSP_6	NA	scaffold-mi2	8753826	8753834	1.75228	1.45252	1.17842	0	0	0	no
NFIX	MA0671.1	PER23_SVSP_6	NA	scaffold-mi2	8753555	8753563	1.31541	1.05309	1.14075	0	0	0	no
NFIX	MA0671.1	PER23_SVSP_6	NA	scaffold-mi2	8753850	8753858	1.3637	1.95432	1.37875	0	0	0	no
NFIX	MA0671.1	PER23_SVSP_6	NA	scaffold-mi2	8753870	8753878	1.13598	1.95432	1.13093	0	0	0	no
NFIX	MA0671.1	PER23_SVSP_6	NA	scaffold-mi2	8753869	8753877	1.13856	1.95432	1.13531	0	0	0	no
NFIX	MA0671.1	PER23_SVSP_6	NA	scaffold-mi2	8753784	8753792	1.66031	1.55138	1.20535	0	0	0	no
NFIX	MA0671.1	PER23_SVSP_6	NA	scaffold-mi2	8753761	8753769	2.15489	2.47394	0.84241	0	1	0	no
ELF5	MA0136.2	PER23_SVSP_6	NA	scaffold-mi2	8753479	8753489	0.57641	0.77818	0.836	0	0	0	no
ELF5	MA0136.2	PER23_SVSP_6	NA	scaffold-mi2	8753593	8753603	1.00052	0.82953	0.83821	0	0	0	no
ELF5	MA0136.2	PER23_SVSP_6	NA	scaffold-mi2	8753857	8753867	1.28773	1.95432	1.34817	0	0	0	no
ELF5	MA0136.2	PER23_SVSP_6	NA	scaffold-mi2	8753476	8753486	0.57641	0.74473	0.81621	0	0	0	no
ZBTB26	MA1579.1	PER23_SVSP_6	NA	scaffold-mi2	8753858	8753872	1.2327	1.95432	1.28301	0	0	0	no
ZBTB26	MA1579.1	PER23_SVSP_6	NA	scaffold-mi2	8753832	8753846	1.44906	1.6574	1.13945	0	0	0	no
ZBTB26	MA1579.1	PER23_SVSP_6	NA	scaffold-mi2	8753579	8753593	1.01054	0.89299	0.86938	0	0	0	no
Arid3a	MA0151.1	PER23_SVSP_6	NA	scaffold-mi2	8753712	8753717	2.05459	2.25602	1.31802	0	0	0	no
Arid3a	MA0151.1	PER23_SVSP_6	NA	scaffold-mi2	8753801	8753806	1.70781	1.58462	1.20761	0	0	0	no
Arid3a	MA0151.1	PER23_SVSP_6	NA	scaffold-mi2	8753885	8753890	0.94929	1.49784	1.11932	0	0	0	no
Arid3a	MA0151.1	PER23_SVSP_6	NA	scaffold-mi2	8753780	8753785	1.69351	1.53979	1.09525	0	0	0	no
Arid3a	MA0151.1	PER23_SVSP_6	NA	scaffold-mi2	8753660	8753665	1.85284	1.87316	1.09217	0	0	0	no
MEIS1	MA0498.2	PER23_SVSP_6	NA	scaffold-mi2	8753830	8753836	1.6576	1.45764	1.11927	0	0	0	no
MEIS1	MA0498.2	PER23_SVSP_6	NA	scaffold-mi2	8753845	8753851	1.36696	1.95432	1.37875	0	0	0	no
MEIS1	MA0498.2	PER23_SVSP_6	NA	scaffold-mi2	8753771	8753777	1.84913	2.15539	0.88895	0	0	0	no
MEIS1	MA0498.2	PER23_SVSP_6	NA	scaffold-mi2	8753743	8753749	2.36778	2.88482	1.23497	1	1	0	yes
MEIS1	MA0498.2	PER23_SVSP_6	NA	scaffold-mi2	8753729	8753735	2.36778	2.88482	1.23497	1	1	0	yes
SOX10	MA0442.2	PER23_SVSP_6	NA	scaffold-mi2	8753588	8753598	1.00821	0.87164	0.86732	0	0	0	no
FOXO4	MA0848.1	PER23_SVSP_6	NA	scaffold-mi2	8753603	8753609	0.79878	0.67656	0.61015	0	0	0	no
FOXO4	MA0848.1	PER23_SVSP_6	NA	scaffold-mi2	8753511	8753517	0.86296	0.78901	0.89977	0	0	0	no
JUN	MA0488.1	PER23_SVSP_6	NA	scaffold-mi2	8753751	8753763	2.27127	2.67224	0.96303	0	1	0	no
Dlx4	MA0881.1	PER23_SVSP_6	NA	scaffold-mi2	8753759	8753766	2.20147	2.51068	0.84776	0	1	0	no
Dlx4	MA0881.1	PER23_SVSP_6	NA	scaffold-mi2	8753611	8753618	0.51436	0.77284	0.49937	0	0	0	no
Ddit3::Cebpa	MA0019.1	PER23_SVSP_6	NA	scaffold-mi2	8753755	8753766	2.21609	2.57989	0.88245	0	1	0	no
Ddit3::Cebpa	MA0019.1	PER23_SVSP_6	NA	scaffold-mi2	8753656	8753667	1.81598	1.75348	1.05278	0	0	0	no
Ddit3::Cebpa	MA0019.1	PER23_SVSP_6	NA	scaffold-mi2	8753642	8753653	1.34236	1.13464	0.85928	0	0	0	no
FOXC2	MA0846.1	PER23_SVSP_6	NA	scaffold-mi2	8753601	8753612	0.79254	0.71077	0.61079	0	0	0	no
FOXC2	MA0846.1	PER23_SVSP_6	NA	scaffold-mi2	8753509	8753520	0.86296	0.78901	0.89977	0	0	0	no
SOX9	MA0077.1	PER23_SVSP_6	NA	scaffold-mi2	8753599	8753607	0.91363	0.71459	0.7191	0	0	0	no
SOX9	MA0077.1	PER23_SVSP_6	NA	scaffold-mi2	8753612	8753620	0.48769	0.77418	0.50045	0	0	0	no
SOX9	MA0077.1	PER23_SVSP_6	NA	scaffold-mi2	8753864	8753872	1.1739	1.95432	1.21642	0	0	0	no
BARX2	MA1471.1	PER23_SVSP_6	NA	scaffold-mi2	8753759	8753770	2.15396	2.4731900000000002	0.85469	0	1	0	no
BARX2	MA1471.1	PER23_SVSP_6	NA	scaffold-mi2	8753611	8753622	0.50007	0.77353	0.50177	0	0	0	no
FIGLA	MA0820.1	PER23_SVSP_6	NA	scaffold-mi2	8753877	8753886	1.05697	1.81148	1.11932	0	0	0	no
FIGLA	MA0820.1	PER23_SVSP_6	NA	scaffold-mi2	8753877	8753886	1.05697	1.81148	1.11932	0	0	0	no
ATF4	MA0833.2	PER23_SVSP_6	NA	scaffold-mi2	8753752	8753765	2.25011	2.63026	0.92731	0	1	0	no
NFIX	MA0671.1	PER22_SVSP_6	NA	scaffold-mi2	8747563	8747571	1.27989	3.94382	1.29412	0	1	0	no
NFIX	MA0671.1	PER22_SVSP_6	NA	scaffold-mi2	8748175	8748183	1.63522	3.4029	1.85477	0	1	0	no
NFIX	MA0671.1	PER22_SVSP_6	NA	scaffold-mi2	8748248	8748256	1.26781	2.31157	2.38215	0	0	0	no
NFIX	MA0671.1	PER22_SVSP_6	NA	scaffold-mi2	8748369	8748377	1.03924	1.76084	1.44755	0	0	0	no
NFIX	MA0671.1	PER22_SVSP_6	NA	scaffold-mi2	8747746	8747754	2.98102	4.62138	1.84947	1	1	0	yes
NFIX	MA0671.1	PER22_SVSP_6	NA	scaffold-mi2	8747725	8747733	2.98102	4.66332	1.86399	1	1	0	yes
NFIX	MA0671.1	PER22_SVSP_6	NA	scaffold-mi2	8747520	8747528	1.65268	4.21134	1.58359	0	1	0	no
NR4A2	MA0160.1	PER22_SVSP_6	NA	scaffold-mi2	8748041	8748048	1.03318	2.6843	1.45246	0	1	0	no
NR4A2	MA0160.1	PER22_SVSP_6	NA	scaffold-mi2	8747458	8747465	1.39648	2.791	1.46123	0	1	0	no
RORC	MA1151.1	PER22_SVSP_6	NA	scaffold-mi2	8747522	8747533	1.65268	4.21134	1.5733	0	1	0	no
Creb3l2	MA0608.1	PER22_SVSP_6	NA	scaffold-mi2	8747516	8747524	1.65268	4.21134	1.58359	0	1	0	no
Creb3l2	MA0608.1	PER22_SVSP_6	NA	scaffold-mi2	8747517	8747525	1.65268	4.21134	1.58359	0	1	0	no
Dlx4	MA0881.1	PER22_SVSP_6	NA	scaffold-mi2	8747680	8747687	3.12833	5.07878	1.65465	1	1	0	yes
Dlx4	MA0881.1	PER22_SVSP_6	NA	scaffold-mi2	8748023	8748030	0.97007	3.15425	1.18667	0	1	0	no
Dlx4	MA0881.1	PER22_SVSP_6	NA	scaffold-mi2	8748099	8748106	1.20716	2.22528	1.52894	0	0	0	no
Dlx4	MA0881.1	PER22_SVSP_6	NA	scaffold-mi2	8748048	8748055	1.07951	2.53155	1.45246	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8747683	8747688	3.12833	5.07878	1.6872	1	1	0	yes
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8747792	8747797	2.28087	4.14894	1.27692	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748026	8748031	0.9919	3.15425	1.1679	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748121	8748126	1.38062	2.04684	1.63618	0	0	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748214	8748219	1.8885	4.05375	1.97866	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748362	8748367	1.03924	1.76084	1.44755	0	0	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748257	8748262	1.23738	1.98192	2.38215	0	0	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748235	8748240	1.8784	3.55502	2.38215	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748228	8748233	1.8784	3.76782	2.38215	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748047	8748052	1.06728	2.46741	1.45246	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8748022	8748027	0.94678	3.15425	1.18667	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8747847	8747852	1.97582	2.85877	1.97015	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8747792	8747797	2.28087	4.14894	1.27692	0	1	0	no
Arid3a	MA0151.1	PER22_SVSP_6	NA	scaffold-mi2	8747528	8747533	1.65268	4.21134	1.56095	0	1	0	no
TFAP4	MA0691.1	PER22_SVSP_6	NA	scaffold-mi2	8747701	8747710	3.12833	4.5862	1.77779	1	1	0	yes
TFAP4	MA0691.1	PER22_SVSP_6	NA	scaffold-mi2	8747701	8747710	3.12833	4.5862	1.77779	1	1	0	yes
Ddit3::Cebpa	MA0019.1	PER22_SVSP_6	NA	scaffold-mi2	8747663	8747674	2.83538	5.07878	1.63416	1	1	0	yes
FOXC2	MA0846.1	PER22_SVSP_6	NA	scaffold-mi2	8748152	8748163	1.57619	3.40577	1.85477	0	1	0	no
FOXC2	MA0846.1	PER22_SVSP_6	NA	scaffold-mi2	8748320	8748331	0.99228	1.6305	1.95925	0	0	0	no
FOXC2	MA0846.1	PER22_SVSP_6	NA	scaffold-mi2	8748254	8748265	1.22182	1.97652	2.38215	0	0	0	no
FOXC2	MA0846.1	PER22_SVSP_6	NA	scaffold-mi2	8748236	8748247	1.85882	3.48391	2.38215	0	1	0	no
FOXC2	MA0846.1	PER22_SVSP_6	NA	scaffold-mi2	8748225	8748236	1.8784	3.77761	2.38215	0	1	0	no
FOXC2	MA0846.1	PER22_SVSP_6	NA	scaffold-mi2	8747608	8747619	2.40315	4.22282	1.52193	1	1	0	yes
FOXO4	MA0848.1	PER22_SVSP_6	NA	scaffold-mi2	8748155	8748161	1.63515	3.40577	1.85477	0	1	0	no
FOXO4	MA0848.1	PER22_SVSP_6	NA	scaffold-mi2	8748323	8748329	0.99952	1.6305	1.95925	0	0	0	no
FOXO4	MA0848.1	PER22_SVSP_6	NA	scaffold-mi2	8748238	8748244	1.87549	3.55502	2.38215	0	1	0	no
FOXO4	MA0848.1	PER22_SVSP_6	NA	scaffold-mi2	8747610	8747616	2.40315	4.12133	1.53851	1	1	0	yes
SREBF2	MA0596.1	PER22_SVSP_6	NA	scaffold-mi2	8748354	8748363	1.03924	1.76084	1.44755	0	0	0	no
SREBF2	MA0596.1	PER22_SVSP_6	NA	scaffold-mi2	8747696	8747705	3.12833	5.00173	1.79738	1	1	0	yes
SOX9	MA0077.1	PER22_SVSP_6	NA	scaffold-mi2	8748305	8748313	1.15848	1.6305	1.98042	0	0	0	no
SOX9	MA0077.1	PER22_SVSP_6	NA	scaffold-mi2	8748328	8748336	0.93236	1.60351	1.94732	0	0	0	no
SOX9	MA0077.1	PER22_SVSP_6	NA	scaffold-mi2	8748325	8748333	0.96686	1.6305	1.95925	0	0	0	no
SOX9	MA0077.1	PER22_SVSP_6	NA	scaffold-mi2	8748157	8748165	1.63522	3.40577	1.85477	0	1	0	no
ELF5	MA0136.2	PER22_SVSP_6	NA	scaffold-mi2	8747972	8747982	1.16479	2.76794	0.95678	0	1	0	no
ELF5	MA0136.2	PER22_SVSP_6	NA	scaffold-mi2	8748372	8748382	1.03838	1.75893	1.44755	0	0	0	no
ELF5	MA0136.2	PER22_SVSP_6	NA	scaffold-mi2	8748088	8748098	1.20508	2.67713	1.52894	0	1	0	no
ELF5	MA0136.2	PER22_SVSP_6	NA	scaffold-mi2	8747556	8747566	1.33661	3.94382	1.29412	0	1	0	no
SREBF1	MA0595.1	PER22_SVSP_6	NA	scaffold-mi2	8747696	8747705	3.12833	5.00173	1.79738	1	1	0	yes
SREBF1	MA0595.1	PER22_SVSP_6	NA	scaffold-mi2	8747582	8747591	2.03799	3.94382	1.29412	0	1	0	no
CREB3	MA0638.1	PER22_SVSP_6	NA	scaffold-mi2	8747514	8747527	1.65268	4.21134	1.58359	0	1	0	no
NFIA	MA0670.1	PER22_SVSP_6	NA	scaffold-mi2	8747745	8747754	2.98102	4.62604	1.84947	1	1	0	yes
SOX10	MA0442.2	PER22_SVSP_6	NA	scaffold-mi2	8747497	8747507	1.50547	3.83301	1.43184	0	1	0	no
SOX10	MA0442.2	PER22_SVSP_6	NA	scaffold-mi2	8748127	8748137	1.38062	2.813	1.62818	0	1	0	no
SOX10	MA0442.2	PER22_SVSP_6	NA	scaffold-mi2	8748315	8748325	1.01232	1.6305	1.95925	0	0	0	no
SOX10	MA0442.2	PER22_SVSP_6	NA	scaffold-mi2	8747454	8747464	1.32997	2.78558	1.44784	0	1	0	no
Irx2	PH0082.1	PER22_SVSP_6	NA	scaffold-mi2	8747956	8747972	1.43956	2.77781	0.95678	0	1	0	no
Irx2	PH0082.1	PER22_SVSP_6	NA	scaffold-mi2	8748176	8748192	1.58203	3.28918	1.85477	0	1	0	no
Irx2	PH0082.1	PER22_SVSP_6	NA	scaffold-mi2	8748175	8748191	1.57937	3.25898	1.85477	0	1	0	no
Irx2	PH0082.1	PER22_SVSP_6	NA	scaffold-mi2	8747955	8747971	1.4598	2.77781	0.95678	0	1	0	no
RORA	MA0071.1	PER22_SVSP_6	NA	scaffold-mi2	8747576	8747585	1.62954	3.94382	1.29412	0	1	0	no
RORA	MA0071.1	PER22_SVSP_6	NA	scaffold-mi2	8747763	8747772	2.44963	4.85323	1.67564	1	1	0	yes
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747492	8747498	1.4539	2.95994	1.30942	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747532	8747538	1.47728	4.21134	1.47041	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747772	8747778	2.42361	4.85323	1.27141	1	1	0	yes
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747868	8747874	1.96897	2.59915	1.45114	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747937	8747943	1.56023	2.68695	1.25774	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8748054	8748060	1.09545	2.67713	1.45246	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8748062	8748068	1.09545	2.67713	1.45246	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8748171	8748177	1.63522	3.40577	1.85477	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8748350	8748356	1.03924	1.76084	1.44755	0	0	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8748354	8748360	1.03924	1.76084	1.44755	0	0	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8748041	8748047	1.03132	2.69042	1.45246	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747963	8747969	1.41837	2.77781	0.95678	0	1	0	no
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747710	8747716	3.12833	4.6319	1.70344	1	1	0	yes
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747629	8747635	2.4016	4.78182	1.84114	1	1	0	yes
MEIS1	MA0498.2	PER22_SVSP_6	NA	scaffold-mi2	8747458	8747464	1.38923	2.791	1.46097	0	1	0	no
FIGLA	MA0820.1	PER22_SVSP_6	NA	scaffold-mi2	8747615	8747624	2.40315	4.77604	1.53851	1	1	0	yes
FIGLA	MA0820.1	PER22_SVSP_6	NA	scaffold-mi2	8747701	8747710	3.12833	4.5862	1.77779	1	1	0	yes
FIGLA	MA0820.1	PER22_SVSP_6	NA	scaffold-mi2	8747701	8747710	3.12833	4.5862	1.77779	1	1	0	yes
FIGLA	MA0820.1	PER22_SVSP_6	NA	scaffold-mi2	8747467	8747476	1.51988	2.791	1.46283	0	1	0	no
CREB3L1	MA0839.1	PER22_SVSP_6	NA	scaffold-mi2	8747514	8747527	1.65268	4.21134	1.58359	0	1	0	no
BARX2	MA1471.1	PER22_SVSP_6	NA	scaffold-mi2	8747676	8747687	3.12833	5.07878	1.65015	1	1	0	yes
BARX2	MA1471.1	PER22_SVSP_6	NA	scaffold-mi2	8747785	8747796	2.32805	4.59613	1.27784	1	1	0	yes
BARX2	MA1471.1	PER22_SVSP_6	NA	scaffold-mi2	8748095	8748106	1.20716	2.38959	1.52894	0	1	0	no
BARX2	MA1471.1	PER22_SVSP_6	NA	scaffold-mi2	8747785	8747796	2.32805	4.59613	1.27784	1	1	0	yes
BARX2	MA1471.1	PER22_SVSP_6	NA	scaffold-mi2	8747600	8747611	2.40315	3.8246000000000002	1.30449	1	1	0	yes
FOXO4	MA0848.1	PER19_SVSP_1	NA	scaffold-mi2	8561112	8561118	0.5554	1.13997	1.14167	0	0	0	no
Arid3a	MA0151.1	PER19_SVSP_1	NA	scaffold-mi2	8560987	8560992	0.52033	0.45303	0.39027	0	0	0	no
SOX10	MA0442.2	PER19_SVSP_1	NA	scaffold-mi2	8561189	8561199	0.52016	0.94076	0.97571	0	0	0	no
ELF5	MA0136.2	PER19_SVSP_1	NA	scaffold-mi2	8561082	8561092	0.5911	0.96584	1.11776	0	0	0	no
ELF5	MA0136.2	PER19_SVSP_1	NA	scaffold-mi2	8561194	8561204	0.45379	0.94076	0.94509	0	0	0	no
NFIA	MA0670.1	PER19_SVSP_1	NA	scaffold-mi2	8561032	8561041	0.45911	0.50544	0.51427	0	0	0	no
ZBTB26	MA1579.1	PER19_SVSP_1	NA	scaffold-mi2	8561180	8561194	0.55017	0.98498	1.06485	0	0	0	no
ZBTB26	MA1579.1	PER19_SVSP_1	NA	scaffold-mi2	8561077	8561091	0.5911	0.94139	1.11776	0	0	0	no
NFIX	MA0671.1	PER19_SVSP_1	NA	scaffold-mi2	8561156	8561164	0.56551	1.18311	1.20085	0	0	0	no
NFIX	MA0671.1	PER19_SVSP_1	NA	scaffold-mi2	8561033	8561041	0.46641	0.50669	0.52021	0	0	0	no
GRHL1	MA0647.1	PER19_SVSP_1	NA	scaffold-mi2	8561039	8561050	0.52821	0.71906	0.69247	0	0	0	no
GRHL1	MA0647.1	PER19_SVSP_1	NA	scaffold-mi2	8561103	8561114	0.4986	1.05782	1.13297	0	0	0	no
GRHL1	MA0647.1	PER19_SVSP_1	NA	scaffold-mi2	8561103	8561114	0.4986	1.05782	1.13297	0	0	0	no
BARX2	MA1471.1	PER19_SVSP_1	NA	scaffold-mi2	8561050	8561061	0.58847	0.84442	0.76501	0	0	0	no
Dlx4	MA0881.1	PER19_SVSP_1	NA	scaffold-mi2	8561050	8561057	0.58697	0.84442	0.76501	0	0	0	no
GRHL2	MA1105.2	PER19_SVSP_1	NA	scaffold-mi2	8561103	8561114	0.4986	1.05782	1.13297	0	0	0	no
