tfbs	motif_id	tx_id	gene_id	chr	start	end	RVG11_footprint	RVG1_footprint	RVG4_footprint	RVG11_bound	RVG1_bound	RVG4_bound	tfbs_bound_min2
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556980	169556989	1.80603	4.96667	2.72978	0	1	1	yes
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557083	169557092	0.6986	1.0603	1.06076	0	0	0	no
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557255	169557264	2.15476	2.62468	3.04091	0	1	1	yes
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557496	169557505	3.28206	5.75232	6.99968	1	1	1	yes
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557629	169557638	1.21832	1.08962	1.74734	0	0	0	no
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557597	169557606	1.73154	1.92879	2.67164	0	0	1	no
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557548	169557557	2.40577	4.54295	4.47685	1	1	1	yes
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557101	169557110	0.68765	0.78564	1.23299	0	0	0	no
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557072	169557081	0.6986	1.0603	0.8798	0	0	0	no
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556972	169556981	1.83886	5.1156	2.72978	0	1	1	yes
NFATC1	MA0624.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556847	169556856	1.29531	3.98771	3.39834	0	1	1	yes
Dlx4	MA0881.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556994	169557001	1.44585	2.90968	1.83188	0	1	0	no
Dlx4	MA0881.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557263	169557270	2.15476	2.6447	3.5106	0	1	1	yes
Dlx4	MA0881.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557159	169557166	0.83903	0.82017	1.32768	0	0	0	no
Ddit3::Cebpa	MA0019.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557427	169557438	3.80433	5.80646	8.57805	1	1	1	yes
Ddit3::Cebpa	MA0019.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557457	169557468	3.6997	5.85865	6.94616	1	1	1	yes
Ddit3::Cebpa	MA0019.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557583	169557594	1.89317	2.24042	2.72964	0	0	1	no
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556794	169556799	0.85009	1.69777	0.98572	0	0	0	no
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557266	169557271	2.15476	2.64976	3.6839	0	1	1	yes
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557429	169557434	3.79689	5.74519	8.66383	1	1	1	yes
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557440	169557445	3.72807	5.85865	7.49558	1	1	1	yes
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557453	169557458	3.72807	5.85865	6.94616	1	1	1	yes
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557564	169557569	2.09521	4.19604	4.28204	0	1	1	yes
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557603	169557608	1.55812	1.85277	2.3926	0	0	0	no
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557299	169557304	2.60817	2.95115	3.79711	1	1	1	yes
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557266	169557271	2.15476	2.64976	3.6839	0	1	1	yes
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557221	169557226	1.2373	1.38268	1.44012	0	0	0	no
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557158	169557163	0.75551	0.82017	1.32768	0	0	0	no
Arid3a	MA0151.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556967	169556972	1.83886	5.86971	2.79839	0	1	1	yes
FOXC2	MA0846.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169556791	169556802	0.85009	1.69777	0.9896	0	0	0	no
FOXC2	MA0846.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557494	169557505	3.28206	5.75828	6.99968	1	1	1	yes
OVOL1	MA1544.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557096	169557109	0.6928	0.90183	1.23299	0	0	0	no
TFAP4	MA0691.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557580	169557589	1.89317	2.43947	2.76968	0	1	1	yes
TFAP4	MA0691.1	PER2_cvt8573-CRISP_1	NA	scaffold-ma1	169557580	169557589	1.89317	2.43947	2.76968	0	1	1	yes
SOX9	MA0077.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376186	4376194	2.23319	1.29022	2.37507	0	0	0	no
Ddit3::Cebpa	MA0019.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376152	4376163	3.27649	1.7241	3.55078	1	0	1	yes
NFE2L1	MA0089.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376144	4376159	3.3604	1.72409	3.55078	1	0	1	yes
PITX2	MA1547.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376202	4376209	1.98013	1.13714	1.60154	0	0	0	no
PITX2	MA1547.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376225	4376232	1.16562	0.78487	1.57245	0	0	0	no
PITX2	MA1547.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376070	4376077	1.67113	1.09396	2.4028	0	0	0	no
Dlx4	MA0881.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375929	4375936	0.67455	0.2766	1.16643	0	0	0	no
Dlx4	MA0881.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376070	4376077	1.67113	1.09396	2.4028	0	0	0	no
Dlx4	MA0881.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376225	4376232	1.16562	0.78487	1.57245	0	0	0	no
Dlx4	MA0881.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376202	4376209	1.98013	1.13714	1.60154	0	0	0	no
EHF	MA0598.3	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376236	4376250	1.04367	0.67119	1.44956	0	0	0	no
EHF	MA0598.3	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376168	4376182	2.21922	1.28865	3.19904	0	0	1	no
EHF	MA0598.3	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375948	4375962	0.74071	0.32246	1.19048	0	0	0	no
EHF	MA0598.3	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375935	4375949	0.67455	0.32191	1.17787	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375910	4375919	0.62156	0.29493	0.91939	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375933	4375942	0.67455	0.31081	1.16747	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376013	4376022	1.03526	0.60048	1.76997	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376238	4376247	1.04367	0.67119	1.36079	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376222	4376231	1.23019	0.89036	1.57245	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376194	4376203	2.23319	1.28041	1.92515	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376171	4376180	2.23319	1.2403	3.16975	0	0	1	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375951	4375960	0.74386	0.32246	1.19048	0	0	0	no
NFATC1	MA0624.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375938	4375947	0.67455	0.32237	1.17888	0	0	0	no
FOS	MA0476.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376147	4376157	3.3604	1.7241	3.55078	1	0	1	yes
FOS	MA0476.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376147	4376157	3.3604	1.7241	3.55078	1	0	1	yes
ELF5	MA0136.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375937	4375947	0.67455	0.32222	1.17763	0	0	0	no
ELF5	MA0136.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375950	4375960	0.73693	0.32246	1.19048	0	0	0	no
ELF5	MA0136.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376170	4376180	2.23319	1.24562	3.18495	0	0	1	no
ELF5	MA0136.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376221	4376231	1.24662	0.90839	1.57245	0	0	0	no
ELF5	MA0136.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376238	4376248	1.04367	0.67119	1.39169	0	0	0	no
ELF5	MA0136.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376013	4376023	1.03564	0.60048	1.76524	0	0	0	no
ELF5	MA0136.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375910	4375920	0.6223	0.29493	0.93161	0	0	0	no
ELK4	MA0076.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376237	4376247	1.04367	0.67119	1.37119	0	0	0	no
ELK4	MA0076.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375938	4375948	0.67455	0.32238	1.18004	0	0	0	no
ZNF341	MA1655.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376009	4376020	1.04724	0.60048	1.79175	0	0	0	no
MEIS1	MA0498.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376244	4376250	1.04367	0.67119	1.50052	0	0	0	no
MEIS1	MA0498.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376059	4376065	1.45128	0.98978	2.2523	0	0	0	no
MEIS1	MA0498.2	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375959	4375965	0.83343	0.32246	1.19048	0	0	0	no
ERF	MA0760.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375951	4375960	0.74386	0.32246	1.19048	0	0	0	no
Arid3a	MA0151.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376205	4376210	1.89005	1.1188	1.57245	0	0	0	no
Arid3a	MA0151.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376228	4376233	1.10063	0.69125	1.57245	0	0	0	no
Arid3a	MA0151.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376151	4376156	3.3604	1.7241	3.55078	1	0	1	yes
Arid3a	MA0151.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376144	4376149	3.3604	1.7241	3.55078	1	0	1	yes
NFIA	MA0670.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376027	4376036	1.1376	0.60158	1.72381	0	0	0	no
NFIA	MA0670.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376134	4376143	3.3604	1.7241	3.55078	1	0	1	yes
RORC	MA1151.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375918	4375929	0.63723	0.29257	1.11976	0	0	0	no
RORC	MA1151.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376060	4376071	1.43305	1.04939	2.32728	0	0	0	no
TBX3	MA1566.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376162	4376171	2.48766	1.60066	3.46182	1	0	1	yes
TBX3	MA1566.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376002	4376011	1.08283	0.59319	1.80627	0	0	0	no
TBX3	MA1566.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376000	4376009	1.09578	0.57707	1.80627	0	0	0	no
TBX3	MA1566.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375998	4376007	1.10874	0.54899	1.80627	0	0	0	no
TBX3	MA1566.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375996	4376005	1.1217	0.5159	1.80627	0	0	0	no
TBX3	MA1566.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375994	4376003	1.12818	0.483	1.80627	0	0	0	no
TBX3	MA1566.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4375988	4375997	1.12818	0.43925	1.80627	0	0	0	no
NR4A2	MA0160.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376059	4376066	1.45128	1.0001	2.26477	0	0	0	no
NFIX	MA0671.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376027	4376035	1.1376	0.60141	1.72381	0	0	0	no
NFIX	MA0671.1	PER6_cvt13215-Vespryn	NA	scaffold-ma2	4376135	4376143	3.3604	1.7241	3.55078	1	0	1	yes
PITX2	MA1547.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649830	11649837	1.79601	1.86909	1.33018	0	0	0	no
PITX2	MA1547.1	PER33_cvt564-CTL	NA	scaffold-mi5	11650041	11650048	1.94645	1.64331	1.19852	0	0	0	no
PITX2	MA1547.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649613	11649620	3.07159	2.96209	2.79195	1	1	1	yes
Bhlha15	MA0607.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649743	11649750	1.79209	3.27214	1.77642	0	1	0	no
Bhlha15	MA0607.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649781	11649788	1.54018	2.08507	1.42985	0	0	0	no
Bhlha15	MA0607.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649781	11649788	1.54018	2.08507	1.42985	0	0	0	no
Bhlha15	MA0607.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649743	11649750	1.79209	3.27214	1.77642	0	1	0	no
ZNF740	MA0753.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649680	11649692	2.25655	2.95401	2.00648	0	1	0	no
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649590	11649595	3.45401	3.10731	2.99341	1	1	1	yes
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649616	11649621	2.90007	2.8089	2.65529	1	1	1	yes
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649620	11649625	2.47299	2.44457	2.45239	1	1	1	yes
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649627	11649632	2.10063	2.06977	2.10697	0	0	0	no
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649665	11649670	2.25655	2.94328	2.03256	0	1	0	no
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649995	11650000	1.82736	1.8624	1.43998	0	0	0	no
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649658	11649663	2.03429	2.46102	2.03256	0	1	0	no
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649616	11649621	2.90007	2.8089	2.65529	1	1	1	yes
Arid3a	MA0151.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649612	11649617	3.2147	3.0979	2.92738	1	1	1	yes
BARX2	MA1471.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649609	11649620	3.14465	3.01489	2.84687	1	1	1	yes
BARX2	MA1471.1	PER33_cvt564-CTL	NA	scaffold-mi5	11650041	11650052	1.94645	1.64331	1.18571	0	0	0	no
JUN	MA0488.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649624	11649636	2.13178	2.08936	2.10724	0	0	0	no
EHF	MA0598.3	PER33_cvt564-CTL	NA	scaffold-mi5	11649788	11649802	1.46514	1.90854	1.38052	0	0	0	no
ELF5	MA0136.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649947	11649957	2.53737	3.22166	1.57174	1	1	0	yes
ELF5	MA0136.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649943	11649953	2.93132	3.33129	1.5414	1	1	0	yes
ELF5	MA0136.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649913	11649923	3.49959	2.91825	1.50205	1	1	0	yes
ELF5	MA0136.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649790	11649800	1.48765	1.91483	1.37625	0	0	0	no
ELF5	MA0136.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649736	11649746	1.79209	3.27214	1.71947	0	1	0	no
ELK4	MA0076.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649789	11649799	1.51391	1.92582	1.38286	0	0	0	no
Ddit3::Cebpa	MA0019.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649959	11649970	1.8636	2.46408	1.62865	0	1	0	no
Ddit3::Cebpa	MA0019.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649957	11649968	1.8636	2.52981	1.62485	0	1	0	no
PLAG1	MA0163.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649805	11649818	1.38797	1.62077	1.12108	0	0	0	no
Dlx4	MA0881.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649587	11649594	3.45401	3.10731	3.00183	1	1	1	yes
Dlx4	MA0881.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649613	11649620	3.07159	2.96209	2.79195	1	1	1	yes
Dlx4	MA0881.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649617	11649624	2.67563	2.61513	2.53593	1	1	1	yes
Dlx4	MA0881.1	PER33_cvt564-CTL	NA	scaffold-mi5	11650041	11650048	1.94645	1.64331	1.19852	0	0	0	no
Dlx4	MA0881.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649617	11649624	2.67563	2.61513	2.53593	1	1	1	yes
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649559	11649568	3.20432	3.05892	2.92353	1	1	1	yes
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649674	11649683	2.25655	2.95401	2.03256	0	1	0	no
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649727	11649736	1.78241	3.15241	1.50578	0	1	0	no
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649920	11649929	3.27598	2.91825	1.50205	1	1	0	yes
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649862	11649871	2.66857	2.56304	1.52926	1	1	0	yes
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649591	11649600	3.38132	3.10731	2.96446	1	1	1	yes
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649569	11649578	3.45401	3.10731	3.00183	1	1	1	yes
TBX3	MA1566.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649526	11649535	3.20733	2.9489	2.88718	1	1	1	yes
NFATC1	MA0624.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649736	11649745	1.79209	3.27214	1.71315	0	1	0	no
NFATC1	MA0624.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649790	11649799	1.51099	1.92338	1.37847	0	0	0	no
NFATC1	MA0624.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649913	11649922	3.53228	2.91825	1.50205	1	1	0	yes
NFATC1	MA0624.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649943	11649952	2.97545	3.33129	1.53635	1	1	0	yes
NFATC1	MA0624.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649947	11649956	2.59799	3.27559	1.57005	1	1	0	yes
NFATC1	MA0624.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649642	11649651	2.02462	1.72618	1.71478	0	0	0	no
SOX9	MA0077.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649656	11649664	2.00284	2.43049	2.0303	0	1	0	no
SOX9	MA0077.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649955	11649963	1.90724	2.68145	1.61299	0	1	0	no
ZBTB26	MA1579.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649518	11649532	3.0616	2.9489	2.70708	1	1	1	yes
ZBTB26	MA1579.1	PER33_cvt564-CTL	NA	scaffold-mi5	11650008	11650022	1.86746	2.18186	1.50585	0	0	0	no
POU6F1	MA0628.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649616	11649625	2.6862	2.62793	2.55296	1	1	1	yes
POU6F1	MA0628.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649616	11649625	2.6862	2.62793	2.55296	1	1	1	yes
Tcfcp2l1	MA0145.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649801	11649814	1.32127	1.68466	1.20657	0	0	0	no
KLF11	MA1512.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649679	11649689	2.25655	2.95401	2.03256	0	1	0	no
KLF11	MA1512.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649771	11649781	1.53576	2.42632	1.42985	0	1	0	no
NR4A2	MA0160.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649892	11649899	2.68935	2.38573	1.35782	1	1	0	yes
NR4A2	MA0160.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649981	11649988	1.81599	2.11825	1.62865	0	0	0	no
KLF16	MA0741.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649679	11649689	2.25655	2.95401	2.03256	0	1	0	no
FIGLA	MA0820.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649742	11649751	1.79209	3.27214	1.77642	0	1	0	no
FIGLA	MA0820.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649780	11649789	1.54018	2.08188	1.42985	0	0	0	no
NFIX	MA0671.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649514	11649522	2.89795	2.9489	2.44432	1	1	1	yes
NFIX	MA0671.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649715	11649723	1.77046	2.58279	1.56251	0	1	0	no
NFIX	MA0671.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649937	11649945	3.13832	3.33129	1.50881	1	1	0	yes
NFIX	MA0671.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649504	11649512	2.6608	2.83963	2.37514	1	1	0	yes
GLIS2	MA0736.1	PER33_cvt564-CTL	NA	scaffold-mi5	11649796	11649809	1.32292	1.80442	1.32493	0	0	0	no
MEIS1	MA0498.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649569	11649575	3.45401	3.10731	3.00183	1	1	1	yes
MEIS1	MA0498.2	PER33_cvt564-CTL	NA	scaffold-mi5	11649893	11649899	2.699	2.35618	1.38472	1	0	0	no
RORA	MA0071.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292530	4292539	5.94734	6.18762	5.16592	1	1	1	yes
FOXO4	MA0848.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292860	4292866	4.74328	3.89902	4.36693	1	1	1	yes
ZNF740	MA0753.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292704	4292716	6.33525	5.92162	6.28107	1	1	1	yes
ZNF740	MA0753.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292703	4292715	6.33525	5.92162	6.15726	1	1	1	yes
ZNF740	MA0753.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292702	4292714	6.33525	5.92162	6.0896	1	1	1	yes
NR4A1	MA1112.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292112	4292123	2.11095	1.4908	1.44411	0	0	0	no
SP1	MA0079.4	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292658	4292672	6.21099	7.28012	6.70971	1	1	1	yes
SP1	MA0079.4	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292724	4292738	6.29496	5.92162	6.78878	1	1	1	yes
SP1	MA0079.4	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292788	4292802	4.71781	4.58562	4.23152	1	1	1	yes
GRHL2	MA1105.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292321	4292332	1.18468	2.18935	1.36149	0	0	0	no
GRHL2	MA1105.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292066	4292077	2.38739	2.06295	1.02735	1	0	0	no
EHF	MA0598.3	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292282	4292296	1.0842	2.17277	0.96452	0	0	0	no
EHF	MA0598.3	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292305	4292319	1.15764	2.00721	1.35437	0	0	0	no
EHF	MA0598.3	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292576	4292590	5.51326	5.9505	4.07778	1	1	1	yes
JUN	MA0488.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292867	4292879	4.74328	3.90618	4.36693	1	1	1	yes
FIGLA	MA0820.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292098	4292107	2.38739	2.0485	1.44044	1	0	0	no
FIGLA	MA0820.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292098	4292107	2.38739	2.0485	1.44044	1	0	0	no
RORC	MA1151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292480	4292491	4.6709	5.23464	4.64704	1	1	1	yes
Arnt	MA0004.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292631	4292636	5.60937	7.08498	5.85115	1	1	1	yes
FOXO3	MA0157.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292859	4292866	4.74328	3.88712	4.36693	1	1	1	yes
MEIS1	MA0498.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292091	4292097	2.38739	2.06295	1.21324	1	0	0	no
MEIS1	MA0498.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292340	4292346	1.20821	2.18935	1.36149	0	0	0	no
MEIS1	MA0498.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292533	4292539	5.94734	6.38424	5.16592	1	1	1	yes
MEIS1	MA0498.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292549	4292555	5.94734	6.38424	5.16592	1	1	1	yes
MEIS1	MA0498.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292870	4292876	4.74328	3.90618	4.36693	1	1	1	yes
MEIS1	MA0498.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292471	4292477	4.6709	5.23464	4.64704	1	1	1	yes
MEIS1	MA0498.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292344	4292350	1.20692	2.18935	1.36149	0	0	0	no
TFAP4	MA0691.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292098	4292107	2.38739	2.0485	1.44044	1	0	0	no
TFAP4	MA0691.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292098	4292107	2.38739	2.0485	1.44044	1	0	0	no
Tcfcp2l1	MA0145.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292586	4292599	5.51326	6.29558	4.5422	1	1	1	yes
Tcfcp2l1	MA0145.2	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292475	4292488	4.6709	5.23464	4.64704	1	1	1	yes
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292134	4292139	2.32907	1.46148	1.52227	1	0	0	no
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292187	4292192	1.79054	1.48561	1.95477	0	0	0	no
Arid3a	MA0151.1	PER5_cvt13215-Vespryn	NA	scaffold-ma2	4292333	4292338	1.20821	2.18935	1.36149	0	0	0	no
