CTL_2	SVSP1	SVSP2	SVSP3	SVSP4	SVSP5	SVSP6	SVSP7	SVSP8	SVSP9	PLA2B1	PLA2C1	PLA2A1	vQC2	EXO3	LAAO3	CRISP1	vQC1	VEGF1	EXO2	EXO1	SVMP1	SVMP2	SVMP3	SVMP4	SVMP5	SVMP6	SVMP7	SVMP8	SVMP9	SVMP10	ohanin	LAAO1	BPP	myotoxin
GRHL3	0.00307851376849824	0.00793660361910505	0.00579246299797631	0.0025236534110749	0.00437096465590008	0.00637106333706277	0.00561283394294371	0.00414253636343789	0.00373478834558637	0.00819384465223348	0.00644961606056362	0.000821482737516486	0.00703299260037259	0.0113055309400905	0.0145429133482305	0.00302200918063927	0.00202744627194621	0.0027472215518145	0.00421877030248187	0.003870927113646	0.0209675986552573	0.00267501946010713	0.00119840290075797	0.00433923342682917	0.00271375684078972	0.003445033605096	0.00973215677270691	0.00200519774761066	0.00842497495383857	0.00280089473681511	0.00265684195516228	0.00288016642902662	0.0126808620199457	0.00713751871520768	0.00228426809147532
ATF6B	0.00127522936402928	0.0194244972163619	0.00806598204849632	0.00206962270185561	0.0107029529449091	0.00314008973094711	0.0015792390838574	0.00205163972785315	0.0189176746740758	0.00380280001036054	0.0170925536287262	0.00022846227132938	0.00533256203538863	0.000166733648850155	0.00696378275403761	0.00739265173747745	0.00749457507162115	0.0024289025245599	0.00220180288254248	0.00486168368573266	0.000139300454408297	0.0072696297191713	0.00629520703148103	0.0167846718512576	0.0029895263534397	0.00242548802421427	0.000834936948476212	0.00264939503738674	0.00515997993107408	0.00354818960186878	0.0037382342932873	0.00296925725124686	0.000627749570551541	0.0034407390359161	0.00100845134442477
WNT5A	0.000606900883928344	0.00133823994181931	0.000842714988195663	0.00111984434810324	0.000147767816768425	0.000792299865445625	0.000959136086589674	0.000414719708489659	0.000453300728225682	0.00125493838714417	0.000257229691963963	0.00025706081541713	0.00213651014470941	7.17193268318967e-05	8.21206138788218e-05	0.000221725480406343	0.00850297227720671	0.000513628634850267	0.00123688031203357	0.000110030908019672	2.73207540058643e-05	0.000310803771176064	0.00048673110375918	0.000456813526895844	0.00254888736748413	0.000469401724174442	0.00114702456834247	0.000283971775585742	0.000435107061263825	0.00210031422562058	0.000582318788432999	0.00928359148048767	0	0.00301406618706329	0.00198958023847775
CREBRF	0.000236933347385984	0.000683818494200646	0.000262312141916857	0.00159417737055245	0.000107346825959844	0.000487743536120949	0.000229631362792619	0.000511285835550538	0.00171773013711219	0.00188155155226793	0.00112366511650963	0.00896808928926595	0.00184945273547258	0	3.69398657498739e-05	0.00069799876492355	0.000197346084086658	2.95901121225354e-05	0.00047271850266791	0.00970841218402043	0.0151724173401948	0.000209910863838253	0.000626670169109998	0.000532525438368644	0.000248872610628831	0.0022066295608711	0.000269454534452831	0.000532631630448048	0.000265415884865079	0.00097800493643464	0.000327684343817821	7.816608849459e-05	2.59502775227999e-05	0.000883336211875979	0.000394390460278867
FOXI1	0.00162498593172545	0.000289250770167989	0.000797896268058944	0.000535124206659656	9.02027139751058e-05	0.000185122708894967	0.00232363580052936	0.000179275577871446	0.000106506859935023	0.000133016961507435	0.00232825111598822	0	0.000130328488760323	6.86010952305099e-05	4.05648414032904e-05	7.94853138188312e-05	0.000336677177740389	3.71880106930198e-05	0.00160506737030326	0	0	0.000110223487462573	4.26280257251606e-05	9.57724463192581e-05	4.85228023844532e-05	0.000158409020711861	0.00239895843252554	0.000106014956854801	0.00248647611722007	0.00029783320647452	0.000113518906456299	4.87256441806089e-05	0	0.000453696614262324	7.6934828837678e-05
ZNF750	0.00218260029418265	0.00202222783544307	0.0118162697913414	0.00192745415618184	0.00620944401917488	0.00692917015088819	0.00645547729505829	0.00750098455195262	0.0017482967928056	0.00860746030489139	0.0062202371918193	0.00255143008086687	0.0218449708332857	0.00575363520290303	0.00490627841324158	0.00160615324875257	0.0398380200136095	0.0044825314764471	0.00744801210503659	0.00207766147526727	0.00805288912683065	0.0024578998473037	0.00253543707226326	0.00235251244125507	0.0142898110328272	0.00481643785928144	0.0104743915209593	0.00281748786476134	0.00872677567593524	0.00337651438369511	0.00304811379627398	0.00887594263376214	0.0156990985626096	0.00325377041526275	0.00615478363969799
SOX9	0.00993003295340139	0.00435013180243914	0.00394835422100111	0.00354096476767232	0.00268534293751948	0.00168980549853004	0.00533051488677161	0.002353204896052	0.00188391830808665	0.00367947035449333	0.00114580627010376	0.000513176095906657	0.00368643457999717	0.000503274933667434	0.00197873913820158	0.00230651518607595	0.00239709192649282	0.00251185823082412	0.00235331304266841	0.0281170795889375	0.000487788603918618	0.00121559848572136	0.00413833716481853	0.00414459375906155	0.00104679284933361	0.00193568480512771	0.00156218103951436	0.00273742583699343	0.00336594929388977	0.00378621023824195	0.00291492516793626	0.00384970628031385	0.000826885502088058	0.00646390687326048	0.00243719308522815
NR4A1	0.00468706166069331	0.00959087751897571	0.00226495400552893	0.00344575650323414	0.00298830953913481	0.00141457343439723	0.00416946179280681	0.00134859632540462	0.00121176299523118	0.00412776824348409	0.00277550536093212	0.000234990016392974	0.00221480745709846	0.000787155155441923	0.00204181257029001	0.00444046220929205	0.00397414449881793	0.0064051369860608	0.00278519675771381	0.00700048148785448	0.00142922967915011	0.00284496662763863	0.00180576802976051	0.00584846198056185	0.00558890767870752	0.00153863330815169	0.00315958428478753	0.0031840978736814	0.0107256589214537	0.0076469473420755	0.00459666042849562	0.0025193856094676	1.40271770393513e-05	0.00421748786241651	0.00226498339377189
DDIT3	0.00904842315112983	0.0106652900736591	0.00504609592763319	0.00306120926314101	0.0012734903494084	0.0016788441668451	0.00360579305025244	0.00156552886363693	0.00292309818300999	0.00272268882385561	0.00166833660667494	0.00171775834945553	0.00363357951160348	0.000394554856445398	0.00172068144930492	0.00174177069608035	0.0315282358885157	0.00202963675700971	0.0050563061675045	0.0034095480078022	0.00616144967620503	0.0079840358057301	0.00351119452591666	0.00408741224943078	0.00359516538236209	0.00270301465421351	0.00290316814664279	0.00876560255667708	0.00358076771392086	0.00398412906143307	0.00140353584927939	0.00788479364951952	0.00797080208164008	0.00313907685666417	0.00206413462290763
ZNF740	0.00430656907206504	0.00500440658306623	0.00184003903598563	0.00100431669752179	0.0106841506000748	0.00260628358757053	0.00673158581040716	0.00156707627155244	0.00440060545182258	0.00161450383076673	0.00153849036690156	0.000167388437946038	0.000769362931744001	0.000246228931095223	0.00231685126867142	0.00322111408475359	0.00329005448955212	0.00206537870086013	0.00436650932675767	0.000313505354212273	4.78113195102625e-05	0.000712283163581448	0.00127086621771333	0.00125162226246813	0.00295342564742756	0.0020025438572756	0.00338982705287692	0.00192958695883278	0.00330463694228893	0.00430919707510713	0.00397156187230222	0.000445848765656332	9.39229416459889e-06	0.00792152961398572	0.00161165983116854
POU6F1	0.000822104664103341	0.00185582958945036	0.0159871624623159	0.00163717608487407	0.000297756678693503	0.000946091055787254	0.000381800992573027	0.00190620904094429	0.000387242640302918	0.00118891148488938	0.000287897633926409	4.64967883183438e-06	0.00188454900034871	0.00420668339686316	0.00143884551090827	0.000578148772146398	0.00404657381976255	0.000420608188368858	0.00170864428882573	0.000122655616133767	0.000106323267672822	0.000731621464380607	0.000439263915289594	0.000584441616362749	0.00109459507908295	0.00158008870881488	0.000666647051966623	0.00451491944922761	0.003054559367908	0.00140608529475728	0.00118308300897623	0.004990506918151	0	0.00211840582361462	0.0023189003863266
CSRNP2	0.00648933003925559	0.00171438742254814	0.00167655023161557	0.00187758526549876	0.00447787976078486	0.0026832069375548	0.00213196318241804	0.00143844437568076	0.00262751605687108	0.00153838901089494	0.00165571415022196	0.00346634802167666	0.0141272775264678	0.000400632532611571	0.00323135167015939	0.00278921941045481	0.0040396672557798	0.00162940063559349	0.00281935404376942	0.00838619627492456	0.00394264213747518	0.00188396867657169	0.00221396518444837	0.0103821496448767	0.00292461949058298	0.00268476903251393	0.00228647583759764	0.00246007457268006	0.0168574169064404	0.00462955665529976	0.00270196540477201	0.00460894467785626	0.000285453052750799	0.00284748349180208	0.0138141826860026
MBD1	0.0285288084181976	0.0161218695302113	0.0274839153945056	0.015302537380609	0.0101488844862349	0.0238653706008878	0.0201723934182167	0.0277402422848082	0.0224371864189404	0.0250994459939899	0.0110587250920431	0.0095204434219865	0.00988398013278969	0.0079774951213815	0.0121510551594234	0.0221709083946401	0.021654764453614	0.0184632076696463	0.0152684615320001	0.0233811751447559	0.00840510712013895	0.0390110283946263	0.0290342381592152	0.0188707529209882	0.0310271790181505	0.0450414225048457	0.0233809288838365	0.0368930118189277	0.0213815957904655	0.0530283596833957	0.0375602475187861	0.0121286395953103	0.0092098478063054	0.0126108114213728	0.0465280138815627
KDM5C	0.0053522010056133	0.0142154373924177	0.00506665037646991	0.00607628788322017	0.0105332377662321	0.00445501380108277	0.00478354620626046	0.00403908509207189	0.0052927789417228	0.00464880944266171	0.00534935914347964	0.00096176174093071	0.00844432553220933	0.00335361549737867	0.00315452435797594	0.00340339110919215	0.00642925004757109	0.00713805755206995	0.00455227989570654	0.0149832036199262	0.00111805607075082	0.00592405287995883	0.00495283832025844	0.0156170444491218	0.00470882364366446	0.00530748393309627	0.00831092114377225	0.010151729494127	0.00606323068000895	0.00833610688770677	0.00657781561643912	0.00198227199814084	0.00182135042518939	0.00692660750365837	0.00252957506421631
HCFC1	0.00322589697079749	0.00551663403357211	0.00332296481508115	0.00381610302351297	0.00290656238726087	0.00376023925204544	0.00441362101154748	0.0033225195033661	0.00239801813620583	0.00253796698345203	0.00456444705882759	0.00040337253415901	0.00273537617727295	0.00287083399945331	0.00413135332562061	0.00373222454082696	0.0032899493655432	0.00483645645862201	0.00283318523555392	0.00653917865506386	0.00192060808028622	0.00320448832209134	0.00264385475676516	0.00544106366339013	0.00400748369043289	0.00308240366178455	0.00421004716841223	0.0029305859141945	0.0091535271209258	0.00691569715083487	0.00278955481809126	0.0136397333234556	0.0407513575484808	0.00795531915414294	0.0027543288209357
SMARCA2	0.00735886214675438	0.00270859463977627	0.00465149168135471	0.00333059331245407	0.00287711179729256	0.00355121789515831	0.00268358706296367	0.00510785790458562	0.00352774027328837	0.0046242865883391	0.0119740480928137	0.0149969717025771	0.00877244426999036	0.0112082045813255	0.015670135180785	0.0037638678657337	0.00553905752752389	0.0286474813134454	0.0070623994146647	0.00609900724708788	0.0126007682811751	0.00406672541088973	0.00323984869133999	0.00399871763823185	0.0140195878551638	0.00433964829813868	0.0115291019987264	0.00476740976399196	0.00504292417575616	0.00380092114661427	0.00532299889308276	0.0142367649057954	0.00967443448921213	0.00695934994732758	0.00474915551486091
SMARCA4	0.00735118034986393	0.00297525878355585	0.00498017896450339	0.00310408542494149	0.00272065571876387	0.00347847147548019	0.00285890258591157	0.00623018920706042	0.00354036377157953	0.00504298832686657	0.0113442295780301	0.0123078627863299	0.00910655460451021	0.0115734755841108	0.0141102764348195	0.004022236632809	0.00590313552253956	0.0284783277491361	0.00691935851697147	0.00706499661908842	0.0118565493822617	0.00481503005152779	0.00351127057806199	0.00428769326391492	0.0139473698338442	0.00432710325116596	0.0114158524746134	0.00617009867037514	0.00531864296586453	0.00379635389184624	0.00491741525970102	0.0148706996943683	0.00781168891559677	0.00739062144970303	0.00440038540083207
CARM1	0.00664661564616644	0.00803838136558827	0.00537214309943779	0.00870744879775451	0.00954727677267681	0.00535241103022883	0.00521705217542467	0.00453247467329601	0.0063848112544746	0.00683451358399454	0.00660910683264387	0.0206479196378685	0.0118483316583931	0.0089722296385189	0.00995734843741441	0.00585087136392854	0.00497268936068479	0.00527348928953982	0.0141302234620972	0.0052423460346545	0.00457966135374212	0.00596004865825767	0.00471773454314885	0.00786911696276107	0.00740120386838698	0.0046933463846946	0.00708695495827214	0.00685246924725603	0.00687495022966946	0.00575215957442433	0.00490534287313601	0.0275234741307406	0.00235977680611416	0.026382385169002	0.00697399938189949
NFIX	0.00323399801711425	0.00544877529396233	0.00657313817271022	0.0156673022104717	0.00333638879510042	0.00747461289471815	0.0032634270534461	0.00785115087020438	0.00499803682964735	0.004380837955457	0.00192416681394079	0.00638307995632092	0.00584557647431244	0.0108066991020859	0.00348003346683658	0.00608723691045612	0.00561306815021612	0.00167938368031789	0.0179628032381713	0.0121219229529833	0.000741808277212765	0.00317857787081361	0.00506987614600217	0.00426034328434888	0.00394343957212903	0.00592650413868248	0.00439126003360939	0.0104223072188436	0.00520586182073554	0.00407649151818922	0.00594052758935176	0.00175315565733494	0.00110678573178535	0.00568317925548981	0.00670553536751739
SP1	0.0079204465003335	0.00849849457698073	0.0068733760761133	0.00874440550261285	0.0110793517875563	0.0110663525038305	0.0122364536044979	0.00629711049047897	0.0100641711068414	0.00482685462933553	0.0124795660771039	0.00493919573282656	0.00473549746439151	0.00710424842073907	0.0116552838470198	0.00983506734677268	0.00695977645555684	0.00364431165442757	0.0139448462434884	0.00880756869010788	0.00505754747734492	0.00840946944972727	0.0242920905598469	0.0127124702205061	0.00626432632628856	0.00638735908129971	0.0160197571405887	0.00608630178559536	0.0189938690711479	0.00964667294398802	0.00598876277981283	0.0193999023632981	0.0234643898573621	0.0100528858146557	0.00655658031489554
ZNF462	0.0739289791524623	0.0346289386624431	0.0419546829789776	0.072834879885195	0.0250514353757409	0.0575509848231654	0.0311636852642416	0.0436363960007871	0.0288406980452456	0.0538600764456249	0.0199916559276221	0.0122765621943118	0.021161219668725	0.0271848241015745	0.0160882746592348	0.0354162916934499	0.0185484017650807	0.0158654963363308	0.015865130508028	0.0174155539418945	0.0227472074151697	0.0190765651664379	0.019756219783366	0.0284097706472047	0.0225459329229732	0.0411321559543027	0.0173086154136128	0.0287189611441651	0.0256384836397015	0.0266662996602785	0.0542172382993869	0.0213385423695013	0.0199911901288526	0.0178630560666112	0.0520510578225543
MLLT3	0.0127054128584138	0.0120384759982249	0.0144340247958308	0.0143728241172789	0.0051299431575983	0.0186447784556669	0.00763129228022055	0.00922001381023673	0.0126694589201077	0.0198114622866176	0.00639050813059914	0.0284756784575037	0.0192476743985048	0.0521012773271267	0.00502663287085144	0.0132719572371594	0.0161618433706217	0.00465428155219557	0.0150197804143037	0.00199311720723139	0.00377370835447241	0.00951688408062707	0.00576975276551126	0.00887805267455222	0.00598038037392858	0.00877870538988073	0.00340826621759358	0.00857569006723288	0.00360250308594677	0.00782411406889403	0.0121107158594276	0.00354264698704234	0.0503515261409971	0.00901456132511935	0.0100951749522651
NFIB	0.0137122422119521	0.00153136210658136	0.0016969459894454	0.0103728203248378	0.00319632328595625	0.00447808340290283	0.00555086448747012	0.00257586339368888	0.00261525431437933	0.0103113314128098	0.00123166842289311	6.1375760580214e-05	0.00113072863761363	0.000198798686682187	0.00350527112287958	0.0107078396712847	0.00261040651555285	0.00579037711165887	0.00946886464993649	0.0062893969366128	0.000790986482977795	0.00195447179560446	0.00286383521973042	0.00223352411061952	0.00249630592341152	0.00185839700024423	0.00400294719416996	0.00786056322364302	0.00538039368233463	0.00655682108046612	0.00774597282025555	0.00315712237471258	0.000106066273431979	0.00261480659638338	0.00240016479718727
GTF2H2	0.00609032602042866	0.000287186829564419	0.00039020941444939	0.00397300492385635	0.00581160737013437	0.00081290919689341	0.00146016929504215	0.000501783585721055	0.000359320457618632	0.000964463313083729	0.0163951760889407	0.000139490364955032	0.00208748492481367	1.47960418128136e-05	0.000128084133443183	0.000647871658745603	0.0113086289483169	0.000169729132491952	0.00144084330294853	0.011431031792093	0.000242798352991246	0.000399946358859966	0.000433556406269967	0.000516006962976995	0.00127110447849395	0.00120515098766599	0.00233365410104051	0.00532479159688988	0.00289821778796041	0.00419850192060103	0.00144637468049256	0.000243946894760091	0	0.000837892718741905	0.00154577579783642
JMY	0.000731151373407882	0.00014914616888914	7.50362865311788e-05	0.000600828485605537	0.000115991599864782	0.000373762973536254	0.00044047426964922	0.000587868579259652	0.000615230121560187	0.00139225127289909	4.55306727335912e-05	0.00816723529233527	0.00242502069481678	2.32449992103381e-05	0.000297689947512931	0.000436091156792097	0.000118683091183685	3.32872103495163e-05	0.00294681675136899	6.1774454031975e-05	0.0194000189012024	0.000120728365192759	0.000431002334315152	0.000328778856115924	0.000121434665901277	0.00273736039861565	0.000260958442481856	0.000518605206099599	0.00043167139935344	0.00102871704025432	0.000270769756490726	8.0694937233391e-07	0	0.000129153155256799	9.29577668459968e-05
CDK7	0.00345458717606543	0.00224381534707426	0.00276584954994335	0.0034401659558202	0.00614767307985873	0.0085292164715457	0.00405647464943035	0.00704950179409883	0.00356413419390216	0.00356561048392867	0.00159066323176309	0.00268796040771906	0.00470075881413444	0.000411458328649893	0.000903331109590173	0.00749592342019609	0.00533793936905904	0.00294339011364145	0.00268723349576755	0.011051888064542	0.00478164510979051	0.0150985985024275	0.0108563278914079	0.00370174628621404	0.00404812743366943	0.00400913547809456	0.0054622099350396	0.00619700398657707	0.00523451247437387	0.00309169738628486	0.00241485621443891	0.00101592008133934	0.000716721950629712	0.00266699112608142	0.00485466781992719
TAF2	0.00477383049586233	0.0238450683802976	0.0227355815220381	0.00382410991439299	0.00809570353533018	0.0081558895215166	0.00687663405398348	0.00719025808099992	0.00548793153641295	0.0067629807684325	0.00571641414042941	0.00629114913570279	0.0178334984222021	0.0313872345622302	0.010627610469946	0.0089750280445465	0.013643304071635	0.00725383295162569	0.00803278033402568	0.00134712744102062	0.0340874235051985	0.00849136883638695	0.00783743781253427	0.00772212817696598	0.00557204689991552	0.015469344268784	0.00879556554111374	0.0281083579617618	0.00364328359273868	0.00812850584562193	0.00933697682079407	0.0070130811966327	0.0285491349645573	0.00616052220144509	0.00384726167426924
MED30	0.00178546092429714	0.000447896460583299	0.00215544601092733	0.000585698700720183	0.00439450797503306	0.00321921443609837	0.00261096688639177	0.000958118187625485	0.00627338676058803	0.00414474753272608	0.00234885464240169	1.64731478613562e-05	0.00146438423946126	0.00379137121294531	0.000232106555440342	0.00130571823659204	0.00376657926018531	0.000627685172993601	0.00205816548539884	0.000307953007451066	0.000405753017703242	0.000586625862062243	0.000640001459310423	0.0019113556473116	0.00764224930596099	0.00128263897110725	0.0124768588890252	0.000661575761942788	0.0018255337419487	0.00443987153160487	0.00164859331018446	0.000283438706560997	0	0.00154454144669206	0.00169368878523755
TRPS1	0.00563592793662545	0.00404554947100579	0.00512601186716348	0.0252726962097536	0.00716079740943516	0.011760452212819	0.00690198751273841	0.00646080834439584	0.0100052613246925	0.011995003412797	0.0099801676123167	0.00268256894001761	0.00411104974817899	0.0116515380498772	0.00615457743471804	0.00567993925543988	0.00680218324087614	0.0032074786829126	0.00442910387172785	0.00820821584854288	0.00320793781895713	0.00520385490995202	0.00871868811370757	0.00630238449634416	0.007557535044993	0.00524220783163795	0.00901958972069086	0.00901168277660652	0.00482261070014449	0.0126148704531831	0.00899675077742393	0.00431056704268528	0.0137385944598449	0.00683518237158259	0.00573523894902448
GRHL2	0.00364510893417514	0.00229882814502978	0.000543433276923247	0.0011905899014915	0.00423478872563098	0.00259225618346609	0.00265993652992614	0.000904958547177177	0.00195533889204657	0.00134168201643986	0.00351312102828163	0.0249095228990935	0.00236042560039478	0.000570533752181752	0.000582028720156052	0.00229616495458531	0.001892148608163	0.00076687210235038	0.00425130142649895	0.0248983031551938	2.71488052044288e-05	0.000756514989950161	0.000876893103372452	0.0021070699928796	0.00488925339334075	0.00114257733970465	0.00279775993480548	0.00110237017438194	0.00108089235511581	0.00315572640717793	0.00111178917013991	0.00115035834704149	0.000285453052750799	0.0165695538348497	0.000856813328986351
MTDH	0.0135790784376722	0.0320466053206657	0.0238774659429536	0.019954231225564	0.0253953151852472	0.0437478782916936	0.0377787831493451	0.0461824431999204	0.0316248767128126	0.0510180581793228	0.0214924234015878	0.0109517239291494	0.0164041029420989	0.0215287911948241	0.0168516556886875	0.0158916573621982	0.014470714621853	0.0149086140437468	0.0289280493392352	0.0141094646194634	0.0227629702743509	0.0325736313840838	0.0158990597930568	0.0237996981623982	0.0278414212070878	0.0240021353225096	0.053824053946419	0.0189187312547106	0.0360943276646098	0.0362227634020417	0.0304804550527104	0.0143365095264166	0.0167968730632576	0.0269469697608359	0.0357762976947123
NCOA2	0.0105802140874906	0.0214833266607914	0.0143803152069348	0.023716996096272	0.0128291253127378	0.0220616582253368	0.0141333440502168	0.0138455831782197	0.0130215578394731	0.0171393376950588	0.0268588610452112	0.00297306143690966	0.00810689839537849	0.0179377659414851	0.00944833922112474	0.00994695120029667	0.00852311443611188	0.00562076746860998	0.0128754958495844	0.00643801762596835	0.00966577325192154	0.0126295328320911	0.00828362735294615	0.0147117919872443	0.0107549235393517	0.0094928522839191	0.016491075086088	0.011722187410341	0.0185623917199244	0.0111735726957322	0.0131404196540364	0.00629289905154463	0.0037867860987105	0.0182115730024138	0.0138972567921829
KCTD1	0.00142171168497597	0.00526659818691809	0.00486558292443946	0.00293545313207434	0.00129046075858986	0.00172608462202902	0.00480243485963466	0.00156346987665909	0.00216273132095621	0.00295873404181196	0.00218752791722402	0.000424050709463297	0.00516583663590243	0.000258546099839247	0.00155220874671428	0.00387896787790093	0.000745312417048253	0.00141100257207983	0.00285140925255185	0.00240621083185352	0.000397110411945952	0.00151416394554104	0.000761925834386381	0.00262462815561046	0.0012605367122683	0.00440346757541871	0.00808645970614712	0.00479464607565017	0.00678287967414367	0.0045411195650971	0.00185479457474529	0.0096548554153038	0.000346003700303999	0.00546878270261519	0.00142420664602137
NFATC1	9.85648834610157e-05	0.000449027878878587	3.50328564899958e-05	3.07265676536988e-05	0.000136311904344801	9.44189244146802e-05	0.000323373761034156	6.08814550444147e-05	0.000113811485402929	5.70368424651104e-05	0.000335530655053458	0	0.00413040041187165	4.67734740208022e-06	0.000132784550563415	0.000288968696748279	0.000584290999676508	1.99303281522676e-05	0.00471849815326227	0	0	5.02984322990377e-05	0.000118280471339241	4.78900874353744e-05	3.38717157892142e-05	9.91452983987259e-05	0.000374086846524795	0.00628337023228396	0.000472469067267621	0.000245963757333206	0.000232190166063314	5.64745073567924e-05	0	0.00156082063350362	8.09306690719457e-05
HIVEP1	0.0257300837251815	0.00848966454775108	0.00805533768035647	0.00935881553513247	0.00659643009227455	0.00868976184078713	0.0129795011267779	0.0104497926596078	0.00891727579249698	0.0106904577892724	0.0108829210092493	0.00771691231766806	0.00832835298332985	0.00295028187616577	0.00773575993506031	0.00954686120313561	0.0140774114789584	0.0303880614477035	0.00932863216168195	0.010531156672825	0.0061091113286688	0.0164833150525779	0.0187630388985622	0.0082390131137281	0.0122638967827915	0.0125194019414591	0.0213105669476542	0.0257116411915474	0.0116359822914275	0.0121785283695564	0.0116530285809158	0.0140241368316799	0.0168699193052385	0.0149119729693992	0.00902707613052622
TFAP2A	0.00813140333811193	0.0127521333910222	0.00352141973010808	0.00827253932344475	0.0054031941807943	0.00489217398453221	0.00748699981511153	0.0033776274600445	0.00499171404860969	0.00637280323905448	0.0150530673296761	0.00812071564909012	0.0123587312222139	0.00124216780518875	0.0167492243873305	0.00615354543454635	0.00211324199117721	0.0346049412873525	0.00651648278269359	0.00695649034991349	0.00225272568592453	0.00643356857232824	0.00678532954756173	0.00346959031107977	0.0153730492271016	0.00456687258834353	0.0073533094434917	0.00728949112695439	0.00633125459371933	0.00772023452776029	0.00490682585518587	0.00708153324944099	0.0269909893726965	0.0070401477710059	0.00422928871704872
RREB1	0.00513147100427633	0.0044883298250691	0.00218998192941568	0.00702349417493978	0.00352298744724114	0.00376479566859177	0.00473215658512512	0.00263958710077999	0.00793188705665743	0.00520608460155514	0.00441665192082146	0.000911255932224272	0.00291936116196965	0.00292880660226734	0.0141053431260266	0.0039583790301586	0.00213341207930383	0.00330223449259907	0.00601952969023262	0.00119965039376084	0.00215824914059412	0.00318253863122358	0.0027543166998405	0.00578988830795132	0.00257965100246986	0.00242507774620131	0.00576036234917325	0.00395645031721698	0.00339837822071188	0.00290046620873183	0.00398753787805516	0.0302854586790039	0.000639132993329432	0.00827774362595155	0.00384437388275966
IRX2	0.0112664666893236	0.00739383806777812	0.00888774018012825	0.00733627697212367	0.00594722564601301	0.00954472975583846	0.0190572494511858	0.00806742510918212	0.00943896415418439	0.00641964954315797	0.00959719788421693	0.00727089938324031	0.00627673573919548	0.0135084048903715	0.0349557492175561	0.0100768823007052	0.0142737097458125	0.0134479661165811	0.00954607475764963	0.00919739827586904	0.00367268843936908	0.0114728898079265	0.0179057238682167	0.0130313931761573	0.00797281229023375	0.0200838647340157	0.00630703187398669	0.0119176927052779	0.0173490642048349	0.0207214006442823	0.0132902244992125	0.00845651944230207	0.00309657209623375	0.0223787982004075	0.00924641920241505
IRX1	0.00737551551494574	0.0152800842777728	0.00511872399028245	0.0070420482539289	0.00873381428191197	0.00392843712439199	0.00594470377609587	0.00466098430804286	0.006527087173875	0.00737033303482407	0.014479242231501	0.00213180117091615	0.00669870852095729	0.00612008882255915	0.0214350125151936	0.00616831319425487	0.0158322179278587	0.00756141759705234	0.00611064887829344	0.00440649363941527	0.00251876976067276	0.00496893272189098	0.0050060894209329	0.00532987650051032	0.00716509748064264	0.00524357688635245	0.0068411109344494	0.00728829767815177	0.00403133975403558	0.00563774839783756	0.0042515756845536	0.0096875419280177	0.00460764781219581	0.0132134075837861	0.00488912808837534
HDAC3	0.00632838166444138	0.00663979932494134	0.00637365069674394	0.00811343580313845	0.00388866217276649	0.0108929073867126	0.0102740364749089	0.0105032043389847	0.00890012699731264	0.0113432225959131	0.0100636354519647	0.0313314921194652	0.00830440633131368	0.00235614495741303	0.00351702623671562	0.00520011573856243	0.0173598248240969	0.00464244084868716	0.00509062427967379	0.00277234025383673	0.0391815152990297	0.0109469176318958	0.00709938169520499	0.00716295187556515	0.00680464684192322	0.00405625689767794	0.00740533637483388	0.00401225098658924	0.00517530627539679	0.00743503338311892	0.00601763417999547	0.00503634834008993	0.00607847200947575	0.0044642311248239	0.00736749267489472
ATF6	0.00484778311904431	0.00863602764009603	0.00445596382334512	0.00774382586214203	0.00740326995122068	0.00640017553246651	0.00894019261673507	0.00523590002458267	0.00734442193653958	0.00531346754614377	0.00389999774523622	0.00238593966487795	0.00408844324222139	0.00723138008006854	0.00550875321154291	0.0049702772837657	0.00490832751289714	0.00767430739314745	0.0112179289913156	0.0138537058713033	0.00207794793586092	0.00547367928355398	0.0090462214057821	0.0108546608797703	0.00529003903557035	0.00625216230263083	0.00539883940857752	0.00873360262197905	0.00454203245411911	0.00659704318995165	0.00500060750163873	0.00868727316426467	0.00881256423638466	0.00661235197146543	0.00566045838987826
CDC73	0.00446993408966653	0.0090928542674168	0.0077197444178771	0.00406200746444789	0.00520420736737887	0.00623926656047926	0.00473639484109448	0.00422015232632731	0.00557751273329592	0.00446625118270061	0.00839630957788042	0.001000827656321	0.00657780234005088	0.01239478708384	0.0166779485910652	0.00454235503211614	0.00694559528128825	0.012658995616046	0.00813484209597319	0.0177295675249323	0.00236110556847768	0.00444958244787878	0.0033905689332502	0.00511494189487882	0.00519330986915093	0.00351373425367539	0.00414055403107694	0.00564210720327948	0.00664677251047928	0.00482220703293351	0.00283119821823076	0.0197965760662303	0.0249992639529912	0.00704943246267377	0.00398501619959093
DR1	0.0001137065508854	0.000172878769365492	0.000488062806870711	0.00153582919447925	6.79977933934345e-05	0.00022317206269437	0.000644988864691092	0.000178662869982028	0.000402685762100867	0.000192541492184109	0.000153321837593952	4.64967883183438e-06	0.000119728360683439	1.12222071368592e-05	0.00234061710896747	0.000185704874502906	0.000416346709897443	3.04658408477729e-05	0.00406275946430526	1.54436135079937e-05	0	0.000140938506908133	9.75960689613556e-05	0.000190415081230562	0.000154233534562602	0.000528499560850847	9.25340772104204e-05	0.00015076571034362	6.40660998716953e-05	9.98387042481579e-05	0.000237935138715622	6.1045452426278e-05	0	0.000254517959848728	0.00021507492567237
